馬哈拉施特拉邦,50%,50兆瓦
馬哈拉施特拉邦,50%,20兆瓦
泰倫加納邦,50%,30兆瓦
泰倫加納邦,50%,50兆瓦
泰倫加納邦,50%,100兆瓦
