新南威爾斯州,100%,113兆瓦
新南威爾斯州,60%,113兆瓦
新南威爾斯州,70%,150兆瓦
新南威爾斯州,100%,166兆瓦
新南威爾斯州,100%,46兆瓦
新南威爾斯州,100%,107兆瓦
昆士蘭州,80%,116兆瓦
南澳州,100%,111兆瓦
維多利亞州,100%,50兆瓦
