,指標,計量單位,
溫室氣體排放,"範圍1氣體排放
範圍2氣體排放
範圍3氣體排放
按樓面面積計算的溫室氣體
排放總強度（範圍1+2+3）
按收入計算的溫室氣體排放
總強度（範圍1+2+3）","噸二氧化碳當量
噸二氧化碳當量
噸二氧化碳當量
噸二氧化碳當量╱平方呎
噸二氧化碳當量╱千港幣","全部氣候相關實體及轉
型風險"
定性財務影響,,,
