,
,
"25,597",
189,
"(2,219)",
,
,"23,567"
,
,
"(11,776)",
(601),
51,
(796),
–,
,
–,
–,
–,
(81),
(272),
"1,635",
,
527,
"1,830",
15,
(4),
,
,
,"(9,472)"
,
,
,"14,095"
,
,
"5,744",
"(5,843)",
"(1,573)",
(321),
"(1,597)",
(337),
(271),
(139),
"(7,832)",
(973),
,
,
,"(13,142)"
,
,
,953
,"4,251"
,(22)
,
,
,"5,182"
,
