,公噸,"1,145",
,公噸,935,
,公噸,13,
,公噸,"2,093",
,公噸╱總樓面面積平方米,0.0102,
建築物料使用總量,公噸,"161,425","91,877"
建築物料使用總強度,公噸╱總樓面面積平方米,0.7829,0.3976
