"1,127","1,093",416,413,4,4,,167,162,418,400,122
1,1,1,1,0,0,,0,0,0,0,0
2,0,0,0,0,0,,0,0,2,0,0
0,0,0,0,0,0,,0,0,0,0,0
1,1,1,0,0,0,,0,0,0,1,0
3,3,0,0,0,0,,0,0,2,2,1
