認證 / 獎項
綠建環評(BEAM Plus)認證
2023-2024年度亞太區房地產大獎
綠建環評(BEAM Plus)認證
環保建築大獎2023
"亞太地區智慧綠建築聯盟及亞洲智能
建築學會大獎"
2023 RICS香港年度大獎
香港建築師學會2022/ 23年獎
中國智慧建築預評價
綠建環評(BEAM Plus)認證
環保建築大獎2023
中國健康建築設計標識
環保建築大獎2023
2023 亞洲房地產大獎
2023 亞洲房地產大獎
綠建環評(BEAM Plus)認證
綠建環評(BEAM Plus)認證
WELL健康建築標準認證
WELL健康安全評價準則
