"10,968","11,223","1,323","1,398",465,455,,"3,284","3,230","4,565","4,908","1,331"
2,5,1,1,0,0,,1,1,0,3,0
2,0,0,0,0,0,,0,0,2,0,0
55,73,2,2,6,3,,1,1,46,67,0
9,5,1,0,0,0,,0,0,0,1,8
8,14,0,0,0,0,,1,1,5,11,2
