"4,199","3,831","4,388","4,004",678,646,716,678,349,122,367,91,,"1,236",941,"1,333",994,"1,699","1,929","1,777","2,061",237,193,195
"1,668","1,346","1,595","1,333",2,1,5,2,0,0,0,0,,759,351,652,254,366,624,424,728,541,370,514
