"5,867","5,177","5,983","5,337",680,647,721,680,349,122,367,91,,"1,995","1,292","1,985","1,248","2,065","2,553","2,201","2,789",778,563,709
406,656,447,707,1,2,0,0,0,0,0,0,,69,68,0,0,333,583,443,705,3,3,4
