"5,375","4,460","5,411","4,539",679,645,720,678,349,122,367,91,,"1,838","1,181","1,857","1,155","1,731","1,951","1,758","2,086",778,561,709
492,717,572,798,1,2,1,2,0,0,0,0,,157,111,128,93,334,602,443,703,0,2,0
