噸,"3,389","3,338","3,260",843,872,"1,9209"
噸 / 港幣千元收入,0.000,0.000,0.000,0.000,0.000,0.000
噸,"34,139","29,270","33,124","142,199","149,338","149,399"
噸 / 港幣千元收入,0.001,0.001,0.001,0.001,0.001,0.001
噸,"8,679","9,633","10,261","137,350","131,940","135,768"
,0,0,0,"3,133","3,995","4,080"
