Environmental,Unit,2023
,,
"環境範疇 單位 二零二三年度
GHG emissions2
2",,
"溫室氣體排放量
Indirect GHG emissions (scope 2)
2","Tonnes of CO -
2
equivalent","1,677.45"
"間接溫室氣體排放（範圍 ）
GHG emissions in total (scopes 1 and 2)
1 2","公噸二氧化碳當量
Tonnes of CO -
2
equivalent","1,677.45"
"溫室氣體排放總量（範圍 及 ）
GHG emissions per employee (scopes 1 and 2)
1 2
人均溫室氣體排放量（範圍 及 ）","公噸二氧化碳當量
Tonnes of CO -
2
equivalent/employee
公噸二氧化碳當量╱",0.96
