"有效使用資源（包括能源、水及其他原材
料）的政策。",62-107
"按類型劃分的直接及╱或間接能源（如電、
氣或油）總耗量（以千個千瓦時計算）及密度
（如以每產量單位、每項設施計算）。","65;
156-157"
