公噸,359.73,294.36 360.74,N/A,N/A N/A,296.30,243.88 302.69,0.49,1.74 4.51,0.90,0.20 1.47,25.73,19.14 18.58,25.33,14.52 12.31,10.98
公噸,50.90,37.07 46.93,N/A,N/A N/A,34.02,24.10 34.86,0.14,0.12 0.26,0.00,0.08 0.31,6.14,5.34 6.15,10.12,7.12 5.04,0.48
公噸,377.23,365.77 379.89,N/A,N/A N/A,38.04,22.45 17.45,0.00,0.00 0.12,N/A,N/A 10.67,2.04,1.12 1.25,7.20,3.94 1.77,329.95
公噸,"3,172.38","2,897.99 3,191.11",N/A,N/A N/A,"2,823.56","2,595.81 2,914.97",0.23,0.36 0.99,N/A,N/A N/A,182.80,137.91 154.99,118.45,112.04 52.59,47.34
公噸,78.65,36.15 45.74,N/A,N/A N/A,19.36,14.18 20.97,0.00,0.00 0.18,N/A,N/A N/A,9.30,6.67 7.96,49.87,15.08 16.57,0.12
公噸,1.47,0.13 0.21,N/A,N/A N/A,N/A,N/A N/A,N/A,N/A N/A,N/A,N/A N/A,1.47,0.13 0.21,N/A,N/A N/A,N/A
