公噸,769.74,774.45 722.80,0.41,0.27 2.29,4.56,3.90 17.48,0.06,0.08 0.05,0.00,0.01 N/A,0.16,0.15 9.43,0.96,0.26 0.00,763.59
公噸,65.06,78.38 134.75,N/A,N/A N/A,6.90,18.04 79.01,0.00,N/A N/A,0.00,0.53 N/A,2.19,1.61 1.69,0.08,0.58 0.70,55.89
公噸,"18,637.72","21,162.69 23,194.38",0.41,2.18 2.29,"14,283.06","14,692.05 18,683.02",20.87,29.78 40.32,0.90,"2,820.34 458.97","1,368.09","1,011.63 1,273.43",999.59,522.15 585.81,"1,964.80"
