"平均培訓時數（包括兼職╱合約╱臨時僱員） 34.3小時
受訓僱員（包括兼職╱合約╱臨時僱員） 91.90%
佔員工總數的百分比",平均培訓時數（包括兼職╱合約╱臨時僱員）,34.3小時
,"受訓僱員（包括兼職╱合約╱臨時僱員）
佔員工總數的百分比",91.90%
