59.1,"26.6
22.8
8.2
47.4
1,771.3
548.5
3,561.7",32.5,122.2%
115.9,,93.1,408.3%
352.0,,343.8,"4,192.7%"
30.6,,(16.8),(35.4%)
333.9,,"(1,437.4)",(81.1%)
"2,226.4",,"1,677.9",305.9%
"5,977.5",,"2,415.8",67.8%
