739.7,"(635.5)
3,483.8
(58.8)
(66.1)","1,375.2",216.4%
"4,052.0",,568.2,16.3%
38.0,,96.8,164.6%
25.5,,91.6,138.6%
"4,855.2","2,723.4","2,131.8",78.3%
,,,
