"50,744",－,－,"50,744"
－,"4,501,296",－,"4,501,296"
－,－,"351,950","351,950"
"14,125,168",－,－,"14,125,168"
"115,940",－,－,"115,940"
"11,291",－,－,"11,291"
"2,226,439",－,－,"2,226,439"
"5,977,506",－,－,"5,977,506"
,,,
"22,507,088","4,501,296","351,950","27,360,334"
,,,
