"11,387.8","11,059.7
16,281.0
3,813.6
2,074.6",328.1,3.0%
"21,851.0",,"5,570.0",34.2%
"3,928.1",,114.5,3.0%
"2,329.8",,255.2,12.3%
"39,496.7","33,228.9","6,267.8",18.9%
,,,
