"4,242,868",
"1,060,717",25.0
"(452,192)",(10.7)
"(19,298)",(0.5)
"(44,577)",(1.0)
"186,214",4.4
"(201,556)",(4.8)
"336,773",8.0
"(7,218)",(0.2)
"38,842",0.9
"(10,722)",(0.3)
"(1,976)",－
"70,022",1.7
－,－
"5,211",0.1
,
"960,240",22.6
,
